branch,file_path,also_appears_in,spreadsheet_row,column,severity,finding
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida completo) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (whole-life-cycle strategic framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,O,ERROR,policy_score (O)=0.72 does not equal (G+I+K+M)/4 = (0.5+1.0+1.0+0.5)/4 = 0.750.
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,9,Q,ERROR,"instrument_lifecycle_stage (Q)='Planning' is not one of the allowed title-case values ['Consumption', 'End of life', 'Environmental leakage', 'Production', 'Recycling', 'Waste management'] (Rule 4)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,J,WARN,"policy_sectors_list (J) entry 'PCM); plásticos' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,J,WARN,"policy_sectors_list (J) entry 'PCM); plastics' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida completo) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (whole-life-cycle strategic framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,O,ERROR,policy_score (O)=0.68 does not equal (G+I+K+M)/4 = (0.5+1.0+1.0+0.5)/4 = 0.750.
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,10,Q,ERROR,"instrument_lifecycle_stage (Q)='Planning' is not one of the allowed title-case values ['Consumption', 'End of life', 'Environmental leakage', 'Production', 'Recycling', 'Waste management'] (Rule 4)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,J,WARN,"policy_sectors_list (J) entry 'PCM); plásticos' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,J,WARN,"policy_sectors_list (J) entry 'PCM); plastics' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida completo) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (whole-life-cycle strategic framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,O,ERROR,policy_score (O)=0.68 does not equal (G+I+K+M)/4 = (0.5+1.0+1.0+0.5)/4 = 0.750.
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,11,Q,ERROR,"instrument_lifecycle_stage (Q)='Planning' is not one of the allowed title-case values ['Consumption', 'End of life', 'Environmental leakage', 'Production', 'Recycling', 'Waste management'] (Rule 4)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,J,WARN,"policy_sectors_list (J) entry 'PCM); plásticos' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,J,WARN,"policy_sectors_list (J) entry 'PCM); plastics' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida completo) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (whole-life-cycle strategic framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,O,ERROR,policy_score (O)=0.64 does not equal (G+I+K+M)/4 = (0.5+1.0+1.0+0.5)/4 = 0.750.
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,12,Q,ERROR,"instrument_lifecycle_stage (Q)='Planning' is not one of the allowed title-case values ['Consumption', 'End of life', 'Environmental leakage', 'Production', 'Recycling', 'Waste management'] (Rule 4)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,J,WARN,"policy_sectors_list (J) entry 'PCM); plásticos' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,J,WARN,"policy_sectors_list (J) entry 'PCM); plastics' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida completo) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (whole-life-cycle strategic framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,O,ERROR,policy_score (O)=0.64 does not equal (G+I+K+M)/4 = (0.5+1.0+1.0+0.5)/4 = 0.750.
cursor/peru-ds-003-2025-4p-index-d350,output/peru-ds-003-2025-minam/Peru_DS_003_2025_MINAM_4P_Index_Coding.xlsx,,13,Q,ERROR,"instrument_lifecycle_stage (Q)='Planning' is not one of the allowed title-case values ['Consumption', 'End of life', 'Environmental leakage', 'Production', 'Recycling', 'Waste management'] (Rule 4)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,O,ERROR,"policy_score (O) varies across rows of the same policy ([0.69, 0.73, 0.85]); per the prompt O is a policy-level field and MUST be identical across every instrument row for this policy (rows [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20])."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (strategic whole-life-cycle framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,2,O,ERROR,policy_score (O)=0.69 does not equal (G+I+K+M)/4 = (0.75+1.0+1.0+0.5)/4 = 0.812.
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'collection', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorization', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposal (strategic whole-life-cycle framework)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,L,WARN,"policy_lifecycle_phases_list (L) lists 11 phase(s), inconsistent with policy_circularity (K)=1.0 bucket."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,3,O,ERROR,policy_score (O)=0.69 does not equal (G+I+K+M)/4 = (0.75+1.0+1.0+0.5)/4 = 0.812.
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'recolección', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'reciclaje', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'valorización', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-023-2021-4p-index-d350,output/peru-ds-023-2021-minam/Peru_DS_023_2021_MINAM_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición (marco estratégico ciclo de vida) / production', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
